# Run complete. Total time: 00:22:56

Benchmark                                                                                           (captureOutput)  (command)  (iterations)    Mode   Cnt           Score            Error    Units
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false        pwd            20  sample    10           3.200 ±         11.641        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false        pwd            20  sample    10          17.000 ±         42.690        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false        pwd            20  sample    10         439.300 ±       1175.013        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false        pwd            20  sample    10          54.500 ±          3.984  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false        pwd            20  sample    10          53.500 ±          3.984  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false        pwd            20  sample    10          57.000                   threads
Benchmark.runApache_withoutThreads                                                                            false       date             5  sample  5028          46.784 ±          0.514    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                      false       date             5  sample    10           0.700 ±          0.730        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                    false       date             5  sample    10  1034811994.700 ± 1085884151.256        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                     false       date             5  sample    10  1034924175.000 ± 1085885889.285        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                             false       date             5  sample    10     7376365.400 ±    8108782.501        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                    false       date             5  sample    10         416.000 ±        812.949        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.used                                    false       date             5  sample    10       91448.000 ±   75171827.594        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.1.used                                    false       date             5  sample    10      543136.000 ±    5989346.635        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                    false       date             5  sample    10      331320.000 ±    1106358.880        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false       date             5  sample    10        7600.000 ±      12398.378        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                  false       date             5  sample    10          62.000 ±         75.378        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorPauseTime                                     false       date             5  sample    10           0.100 ±          0.858        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedAvg                                        false       date             5  sample    10       45142.700 ±     148980.992        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedDev                                        false       date             5  sample    10       36505.200 ±     118833.230        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedPaddedAvg                                  false       date             5  sample    10      154658.200 ±     505417.366        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                        false       date             5  sample    10      163599.900 ±     243761.253        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                        false       date             5  sample    10       80868.900 ±     121047.384        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                  false       date             5  sample    10      406206.700 ±     606046.995        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                          false       date             5  sample    10      148157.100 ±     238502.009        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false       date             5  sample    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false       date             5  sample    10           0.200 ±          0.956        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                             false       date             5  sample    10      148153.600 ±     238497.891        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                        false       date             5  sample    10           0.200 ±          2.342        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                  false       date             5  sample    10           6.900 ±         27.152        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.mutatorCost                                           false       date             5  sample    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.promoted                                              false       date             5  sample    10      214174.400 ±     686474.470        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                              false       date             5  sample    10       75364.800 ±     706775.015        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.allocThreads                                            false       date             5  sample    10           0.100 ±         19.328        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false       date             5  sample    10          60.700 ±         64.667        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false       date             5  sample    10           2.700 ±          2.943        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false       date             5  sample    10          21.200 ±         39.041        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false       date             5  sample    10         477.000 ±       1593.268        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false       date             5  sample    10         180.100 ±        349.090        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false       date             5  sample    10       11411.000 ±      21639.441        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false       date             5  sample    10          59.000 ±          1.594  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false       date             5  sample    10          58.000 ±          1.594  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false       date             5  sample    10          60.000                   threads
Benchmark.runApache_withoutThreads                                                                            false       date            10  sample  2495          92.139 ±          0.961    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                      false       date            10  sample    10           1.600 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                    false       date            10  sample    10  1172723428.500 ±  560810843.931        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                     false       date            10  sample    10  1172036831.400 ±  561538688.230        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                             false       date            10  sample    10     7193888.000 ±    5246182.852        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                    false       date            10  sample    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                    false       date            10  sample    10      668951.200 ±    1054530.722        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false       date            10  sample    10        8459.200 ±       7633.987        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedAvg                                        false       date            10  sample    10       51209.900 ±     176290.610        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedDev                                        false       date            10  sample    10       32461.100 ±     161414.333        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedPaddedAvg                                  false       date            10  sample    10      148593.500 ±     659289.955        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                        false       date            10  sample    10      126836.200 ±      84719.393        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                  false       date            10  sample    10      199422.300 ±     225733.246        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false       date            10  sample    10           0.600 ±          2.869        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false       date            10  sample    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                  false       date            10  sample    10          49.900 ±        679.206        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.promoted                                              false       date            10  sample    10       29128.000 ±    1840766.615        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.allocThreads                                            false       date            10  sample    10           0.300 ±          2.765        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false       date            10  sample    10          66.600 ±        147.879        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false       date            10  sample    10           5.800 ±          6.902        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false       date            10  sample    10          24.400 ±         19.547        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false       date            10  sample    10         467.800 ±       1037.563        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false       date            10  sample    10          58.000 ±          1.594  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false       date            10  sample    10          57.000 ±          1.594  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false       date            10  sample    10          59.000                   threads
Benchmark.runApache_withoutThreads                                                                            false       date            20  sample  1095         195.607 ±          3.023    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                      false       date            20  sample    10           1.200 ±          1.193        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                    false       date            20  sample    10  1365555367.800 ± 1457473356.934        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                     false       date            20  sample    10  1365619045.600 ± 1458682576.193        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                             false       date            20  sample    10     8889954.900 ±   11341379.187        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                    false       date            20  sample    10         316.000 ±        769.950        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.capacity                                        false       date            20  sample    10    31299993.600 ±  112154756.928        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.capacity                                false       date            20  sample    10    10171187.200 ±   53381092.109        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.used                                    false       date            20  sample    10      111000.000 ±    3710740.005        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                    false       date            20  sample    10      496934.400 ±    1093413.708        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false       date            20  sample    10       10395.200 ±      15934.372        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                  false       date            20  sample    10         106.200 ±        287.611        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorPauseTime                                     false       date            20  sample    10           0.100 ±          1.503        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedAvg                                        false       date            20  sample    10       46593.800 ±     167006.079        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedDev                                        false       date            20  sample    10       36982.900 ±     146150.832        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedPaddedAvg                                  false       date            20  sample    10      157543.000 ±     604310.281        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                        false       date            20  sample    10       99723.300 ±      98650.769        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                  false       date            20  sample    10      248583.000 ±     405543.463        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false       date            20  sample    10           0.100 ±          0.858        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.edenSize                                              false       date            20  sample    10    32348569.600 ±  113649864.354        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.freeSpace                                             false       date            20  sample    10    32348569.600 ±  113649864.354        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                        false       date            20  sample    10           0.100 ±          5.162        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                  false       date            20  sample    10          24.800 ±        210.040        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.mutatorCost                                           false       date            20  sample    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.oldEdenSize                                           false       date            20  sample    10    10171187.200 ±   53661526.108        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.promoted                                              false       date            20  sample    10      190270.400 ±    1477340.511        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.youngCapacity                                         false       date            20  sample    10    14784921.600 ±   58219729.609        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.alloc                                                   false       date            20  sample    10     1581694.800 ±    7546491.156        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false       date            20  sample    10          47.900 ±        167.460        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false       date            20  sample    10           2.300 ±          8.524        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false       date            20  sample    10          12.400 ±         54.171        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false       date            20  sample    10        1136.500 ±       4080.718        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false       date            20  sample    10         308.500 ±       1209.125        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false       date            20  sample    10       19305.500 ±      79463.280        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false       date            20  sample    10          49.500 ±         11.952  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false       date            20  sample    10          48.500 ±         11.952  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false       date            20  sample    10          57.000                   threads
Benchmark.runApache_withoutThreads                                                                            false         du             5  sample  1183         188.390 ±          1.830    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                      false         du             5  sample    10           0.500 ±          0.797        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                    false         du             5  sample    10  1162537679.500 ± 1855965734.072        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                     false         du             5  sample    10  1162266232.200 ± 1855559148.147        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                             false         du             5  sample    10     1930295.100 ±    3111076.305        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                    false         du             5  sample    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.used                                    false         du             5  sample    10     1647708.800 ±   41356477.447        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.used                                    false         du             5  sample    10      389537.600 ±    3817163.370        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                    false         du             5  sample    10        4096.000 ±       6527.539        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false         du             5  sample    10       10502.400 ±      20216.876        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                  false         du             5  sample    10          80.600 ±        148.836        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedDev                                        false         du             5  sample    10          17.400 ±        115.402        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                        false         du             5  sample    10       67292.400 ±     110286.310        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                        false         du             5  sample    10       33824.900 ±      58362.421        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                  false         du             5  sample    10      168767.100 ±     284283.431        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                          false         du             5  sample    10       67292.400 ±     110286.310        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false         du             5  sample    10           0.600 ±          2.869        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false         du             5  sample    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                             false         du             5  sample    10       67289.600 ±     110282.965        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                              false         du             5  sample    10      149302.400 ±     275289.945        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.allocThreads                                            false         du             5  sample    10           0.200 ±          4.204        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false         du             5  sample    10          27.900 ±         46.047        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                            false         du             5  sample    10          12.700 ±        180.805        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false         du             5  sample    10           0.400 ±          7.379        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false         du             5  sample    10          10.800 ±         33.925        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false         du             5  sample    10         221.100 ±       1046.837        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false         du             5  sample    10         136.900 ±        260.948        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false         du             5  sample    10        6503.900 ±      15554.644        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false         du             5  sample    10          49.400 ±          1.912  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false         du             5  sample    10          48.400 ±          1.912  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false         du             5  sample    10          50.000                   threads
Benchmark.runApache_withoutThreads                                                                            false         du            10  sample   479         375.281 ±          6.261    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                      false         du            10  sample    10           0.600 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                    false         du            10  sample    10  1474912880.700 ± 1932973791.170        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                     false         du            10  sample    10  1474901176.700 ± 1932945646.703        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                             false         du            10  sample    10     2329032.000 ±    3076074.206        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                    false         du            10  sample    10         416.000 ±        812.949        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.used                                    false         du            10  sample    10      725009.600 ±    3933896.294        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                    false         du            10  sample    10        4915.200 ±       6395.656        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false         du            10  sample    10       12596.800 ±      22767.633        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                  false         du            10  sample    10          62.300 ±        105.845        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                        false         du            10  sample    10       60856.300 ±      92898.642        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                        false         du            10  sample    10       32555.100 ±      55731.852        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                  false         du            10  sample    10      158521.800 ±     259044.111        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                          false         du            10  sample    10       60856.300 ±      92898.642        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false         du            10  sample    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false         du            10  sample    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                             false         du            10  sample    10       60851.200 ±      92897.019        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                              false         du            10  sample    10      125348.800 ±     262276.121        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false         du            10  sample    10          29.500 ±         39.638        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false         du            10  sample    10           0.900 ±          6.703        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false         du            10  sample    10          19.200 ±         65.432        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false         du            10  sample    10         217.500 ±        701.157        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false         du            10  sample    10         288.600 ±        478.618        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false         du            10  sample    10        6113.700 ±      16230.220        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false         du            10  sample    10          50.100 ±          6.232  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false         du            10  sample    10          49.100 ±          6.232  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false         du            10  sample    10          54.000                   threads
Benchmark.runApache_withoutThreads                                                                            false         du            20  sample   250         783.752 ±         14.256    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                      false         du            20  sample    10           0.800 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                    false         du            20  sample    10  2074389703.000 ± 1659753071.490        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                     false         du            20  sample    10  2074893477.900 ± 1660150360.517        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                             false         du            20  sample    10     4512908.200 ±    4464401.279        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                    false         du            20  sample    10         416.000 ±       1325.906        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.used                                    false         du            20  sample    10     3903848.000 ±   34258562.523        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                    false         du            20  sample    10      404547.200 ±    1247305.269        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false         du            20  sample    10       11472.800 ±      18373.029        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                  false         du            20  sample    10          72.800 ±         81.671        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorPauseTime                                     false         du            20  sample    10           0.300 ±          1.434        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedAvg                                        false         du            20  sample    10       55549.800 ±     173992.214        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedDev                                        false         du            20  sample    10       47669.100 ±     149193.339        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedPaddedAvg                                  false         du            20  sample    10      198557.300 ±     621572.630        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                        false         du            20  sample    10       15450.100 ±     167599.396        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                        false         du            20  sample    10       56646.900 ±      68383.312        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                  false         du            20  sample    10      185390.800 ±     178225.404        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                          false         du            20  sample    10       14548.300 ±     165663.380        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false         du            20  sample    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false         du            20  sample    10           0.200 ±          0.956        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                             false         du            20  sample    10       14550.400 ±     165658.080        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                        false         du            20  sample    10           0.500 ±          3.581        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.promoted                                              false         du            20  sample    10      392259.200 ±    1227811.086        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false         du            20  sample    10          34.200 ±         55.557        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false         du            20  sample    10           1.700 ±         16.377        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false         du            20  sample    10          14.400 ±         52.596        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false         du            20  sample    10          60.300 ±        822.362        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false         du            20  sample    10         598.700 ±        619.068        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false         du            20  sample    10        3389.800 ±      16648.279        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false         du            20  sample    10          50.000 ±          1.594  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false         du            20  sample    10          49.000 ±          1.594  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false         du            20  sample    10          51.000                   threads
Benchmark.runApache_withoutThreads                                                                             true        pwd             5  sample  3514          65.590 ±          1.616    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true        pwd             5  sample    10           2.000 ±          0.713        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true        pwd             5  sample    10  1183474797.900 ±  443324350.562        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true        pwd             5  sample    10  1183144592.500 ±  443168225.364        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true        pwd             5  sample    10     4587544.800 ±    2242321.318        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true        pwd             5  sample    10         416.000 ±        812.949        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.used                                     true        pwd             5  sample    10     2257803.200 ±   90898101.812        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.1.used                                     true        pwd             5  sample    10      235929.600 ±    1121748.172        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.capacity                                 true        pwd             5  sample    10      367001.600 ±    1907121.348        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true        pwd             5  sample    10      593352.000 ±     391799.264        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true        pwd             5  sample    10        8726.400 ±       9047.115        ?
