# Run complete. Total time: 00:22:56

Benchmark                                                                                           (captureOutput)  (command)  (iterations)    Mode   Cnt           Score            Error    Units
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true        pwd             5  sample    10           2.800 ±         68.932        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedAvg                                         true        pwd             5  sample    10        2551.400 ±      41692.747        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                         true        pwd             5  sample    10       63610.700 ±      78331.881        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                   true        pwd             5  sample    10           2.000 ±          4.216        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                    true        pwd             5  sample    10          80.800 ±        148.199        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                 true        pwd             5  sample    10           4.800 ±         10.921        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                             true        pwd             5  sample    10          15.400 ±         37.443        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                                true        pwd             5  sample    10         247.300 ±        878.740        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true        pwd             5  sample    10          65.000 ±         14.343  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true        pwd             5  sample    10          64.000 ±         14.343  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true        pwd             5  sample    10       31646.000                   threads
Benchmark.runApache_withoutThreads                                                                             true        pwd            10  sample  1532         139.362 ±          4.421    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true        pwd            10  sample    10           1.800 ±          0.956        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true        pwd            10  sample    10  1262514258.700 ±  414539575.707        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true        pwd            10  sample    10  1262516768.500 ±  414418362.225        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true        pwd            10  sample    10     3810024.600 ±    1942231.816        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true        pwd            10  sample    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.used                                     true        pwd            10  sample    10      743048.800 ±  142963090.300        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true        pwd            10  sample    10      416838.400 ±     317304.827        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true        pwd            10  sample    10        8239.200 ±       8713.600        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true        pwd            10  sample    10          23.000 ±         99.262        ?
